Country Name,Country Code,Indicator Name,Indicator Code,Year,WB Value
United States,USA,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,2003.0,6.93185420752819
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2003.0,39490.3023903176
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2003.0,39490.3023903176
United States,USA,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,2003.0,0.400145649738701
United States,USA,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,2003.0,0.942218206335522
United States,USA,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,2003.0,0.941057651922099
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,2003.0,724771000000.0
United States,USA,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,2003.0,13.6728748921902
United States,USA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2003.0,2.64288950971667
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,2003.0,17.7002561875625
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2003.0,79.583
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2003.0,0.010863083289361
United States,USA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,2003.0,2.31790448686779
United States,USA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,2003.0,2.65931643605479
United States,USA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2003.0,10.2577209993469
United States,USA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2003.0,3.17663787916359
United States,USA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2003.0,5.41574824663186
United States,USA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,2003.0,7.54482743243391
United States,USA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,2003.0,7.61809338670046
United States,USA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,2003.0,6.94047942083937
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2003.0,67.1704993188712
United States,USA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,2003.0,65.9913900687505
United States,USA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,2003.0,7.55343149956882
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2003.0,20.7263897088877
United States,USA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,2003.0,20.0783491984573
United States,USA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,2003.0,56498.2078306327
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2003.0,49905.5233074236
United States,USA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,100.0
United States,USA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2003.0,100.0
United States,USA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2003.0,16.1754467393827
United States,USA,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,2003.0,43.4872516045902
United States,USA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,2003.0,0.606127174657913
United States,USA,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,2003.0,18.9162356035988
United States,USA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,2003.0,69.0714183080222
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,2003.0,80.2980440972116
United States,USA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,2003.0,8.66070771774829
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,2003.0,20.417
United States,USA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,2003.0,2.88678104437528
United States,USA,"Population ages 65 and above, total",SP.POP.65UP.TO,2003.0,35112085.0
United States,USA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2003.0,20306754.0
United States,USA,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2003.0,4.31145717503555
United States,USA,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2003.0,6.5666089708241
United States,USA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,2003.0,7.83635386978549
United States,USA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,2003.0,6.85116973064487
United States,USA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,2003.0,6.86176908367761
United States,USA,"Population ages 15-64, male",SP.POP.1564.MA.IN,2003.0,98668395.0
United States,USA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,2003.0,6.87082080279873
United States,USA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,2003.0,6.484799580087
United States,USA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2003.0,30859808.0
United States,USA,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,2003.0,6.5538692219003
United States,USA,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,2003.0,100.0
United States,USA,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,2003.0,96.4470419821365
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,2003.0,7.78646311989111
United States,USA,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2003.0,0.35345330084208
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,2003.0,66.244
United States,USA,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,2003.0,96.5078822458547
United States,USA,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2003.0,0.0
United States,USA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,2003.0,99.8390133333558
United States,USA,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,2003.0,99.69965668839
United States,USA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2003.0,100.0
United States,USA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2003.0,100.0
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,2003.0,73.508
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,2003.0,59.505
United States,USA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,2003.0,80.394
United States,USA,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,2003.0,0.0
United States,USA,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,2003.0,0.869241439529589
United States,USA,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,2003.0,7.90099918208546
United States,USA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,2003.0,2.24835311802286
United States,USA,Urban population,SP.URB.TOTL,2003.0,230876596.0
United States,USA,Rural population,SP.RUR.TOTL,2003.0,59231337.0
United States,USA,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,2003.0,4.34850119481354
United States,USA,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,2003.0,3.1821289052327
United States,USA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2003.0,14805331.0
United States,USA,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2003.0,3.51284958837074
United States,USA,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2003.0,5.54333910223113
United States,USA,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,2003.0,7.50820193630248
United States,USA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,2003.0,7.22681504447477
United States,USA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,2003.0,6.41485435297574
United States,USA,"Population ages 15-64, total",SP.POP.1564.TO,2003.0,194866947.0
United States,USA,"Population ages 15-64, female",SP.POP.1564.FE.IN,2003.0,96198552.0
United States,USA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,2003.0,7.03968039646997
United States,USA,"Population ages 0-14, total",SP.POP.0014.TO,2003.0,60128901.0
United States,USA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2003.0,29269093.0
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,2003.0,64.957
United States,USA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,2003.0,68.307
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,2003.0,71.906
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,2003.0,58.351
United States,USA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2003.0,74.324
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2003.0,1.91588247774337
United States,USA,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,2003.0,22.3684765857308
United States,USA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2003.0,49905.5233074237
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2003.0,39490.3023903176
United States,USA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2003.0,12.2408284111277
United States,USA,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,2004.0,25.7547691789555
United States,USA,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,2004.0,332552000000.0
United States,USA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2004.0,816546000000.0
United States,USA,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,2004.0,0.899030795570611
United States,USA,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,2004.0,30.8602454730046
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,2004.0,2.39014858804396
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,2004.0,2.5706533002655
United States,USA,Urban population growth (annual %),SP.URB.GROW,2004.0,1.14388530085121
United States,USA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,2004.0,2.09999146095979
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2004.0,12.1109989202413
United States,USA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2004.0,13.9054615805678
United States,USA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2004.0,4.15942213781445
United States,USA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2004.0,6.59911698474111
United States,USA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,2004.0,8.04316344842839
United States,USA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,2004.0,7.16923035497869
United States,USA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,2004.0,7.46111367474453
United States,USA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,2004.0,68.5150947366849
United States,USA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,2004.0,7.47069710737062
United States,USA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,2004.0,6.81047847280789
United States,USA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,2004.0,21.1846835474516
United States,USA,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,2004.0,6.92172513534969
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2004.0,41724.6411982614
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2004.0,41724.6411982614
United States,USA,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,2004.0,0.391110591829719
United States,USA,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,2004.0,1.03896167515364
United States,USA,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,2004.0,1.03310774898169
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,2004.0,814875000000.0
United States,USA,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,2004.0,15.0592989968486
United States,USA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2004.0,2.66434741034169
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,2004.0,19.1578738689303
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2004.0,79.757
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2004.0,0.0695993923250513
United States,USA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,2004.0,2.36532134376331
United States,USA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,2004.0,2.63306801374349
United States,USA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2004.0,10.3002217158635
United States,USA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2004.0,3.20184089739686
United States,USA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2004.0,5.59553513047878
United States,USA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,2004.0,7.61541750746432
United States,USA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,2004.0,7.41071693737702
United States,USA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,2004.0,6.990681453287
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2004.0,67.3410104275951
United States,USA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,2004.0,66.1775042559671
United States,USA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,2004.0,7.45247993929404
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2004.0,20.5479906521636
United States,USA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,2004.0,19.9170341634651
United States,USA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,2004.0,58131.6336824976
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2004.0,51348.3473376223
United States,USA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2004.0,100.0
United States,USA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2004.0,100.0
United States,USA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2004.0,16.3640573504294
United States,USA,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,2004.0,42.8218744737665
United States,USA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,2004.0,0.831233023001766
United States,USA,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,2004.0,19.1110237512645
United States,USA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,2004.0,68.3085215039936
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,2004.0,74.4088619671752
United States,USA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,2004.0,7.95665354430981
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,2004.0,20.243
United States,USA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,2004.0,2.84177637464096
United States,USA,"Population ages 65 and above, total",SP.POP.65UP.TO,2004.0,35461646.0
United States,USA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2004.0,20450089.0
United States,USA,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2004.0,4.46131257050926
United States,USA,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2004.0,6.67662516833473
United States,USA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,2004.0,7.74103931629202
United States,USA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,2004.0,6.70814080140762
United States,USA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,2004.0,6.88058273364713
United States,USA,"Population ages 15-64, male",SP.POP.1564.MA.IN,2004.0,99853997.0
United States,USA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,2004.0,6.90052825227701
United States,USA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,2004.0,6.41353282256571
United States,USA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2004.0,30874588.0
United States,USA,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,2004.0,6.54935560949895
United States,USA,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,2004.0,100.0
United States,USA,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,2004.0,96.4470419821365
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,2004.0,7.72146140616646
United States,USA,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2004.0,0.345472529232256
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,2004.0,65.994
United States,USA,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,2004.0,96.5756760331251
United States,USA,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2004.0,0.0
United States,USA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,2004.0,99.8390133333558
United States,USA,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,2004.0,99.69965668839
United States,USA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2004.0,100.0
United States,USA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2004.0,100.0
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,2004.0,73.326
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,2004.0,59.164
United States,USA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,2004.0,80.181
United States,USA,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,2004.0,0.0
United States,USA,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,2004.0,1.04754661709199
United States,USA,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,2004.0,7.73057488494218
United States,USA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,2004.0,2.36659049214619
United States,USA,Urban population,SP.URB.TOTL,2004.0,233532722.0
United States,USA,Rural population,SP.RUR.TOTL,2004.0,59272576.0
United States,USA,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,2004.0,4.38337401653135
United States,USA,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,2004.0,3.13416954477613
United States,USA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2004.0,15011558.0
United States,USA,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2004.0,3.54614164461936
United States,USA,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2004.0,5.73839697538324
United States,USA,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,2004.0,7.56648083750669
United States,USA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,2004.0,7.02925814322753
United States,USA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,2004.0,6.47513945738186
United States,USA,"Population ages 15-64, total",SP.POP.1564.TO,2004.0,197178046.0
United States,USA,"Population ages 15-64, female",SP.POP.1564.FE.IN,2004.0,97324049.0
United States,USA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,2004.0,6.95414573140043
United States,USA,"Population ages 0-14, total",SP.POP.0014.TO,2004.0,60165605.0
United States,USA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2004.0,29291017.0
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,2004.0,64.744
United States,USA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,2004.0,67.853
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,2004.0,71.748
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,2004.0,58.082
United States,USA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2004.0,73.988
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2004.0,2.89111091233463
United States,USA,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,2004.0,22.3328143512
United States,USA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2004.0,51348.3473376223
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2004.0,41724.6411982614
United States,USA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2004.0,12.0145758307373
United States,USA,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,2005.0,25.7429589398937
United States,USA,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,2005.0,362907000000.0
United States,USA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2005.0,904308000000.0
United States,USA,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,2005.0,0.907102447396241
United States,USA,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,2005.0,31.0317834189236
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,2005.0,2.7857976488932
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,2005.0,3.31136445717427
United States,USA,Urban population growth (annual %),SP.URB.GROW,2005.0,1.13588459113456
United States,USA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,2005.0,2.10247871125412
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2005.0,12.1307281353119
United States,USA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2005.0,13.9025285385261
United States,USA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2005.0,4.31610115549639
United States,USA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2005.0,6.72576646098019
United States,USA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,2005.0,7.89549872482378
United States,USA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,2005.0,6.97119804798897
United States,USA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,2005.0,7.44538971299168
United States,USA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,2005.0,68.6910283101734
United States,USA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,2005.0,7.51345298723931
United States,USA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,2005.0,6.77403465271857
United States,USA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,2005.0,20.964654163216
United States,USA,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,2005.0,6.89748218889939
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2005.0,44123.3996470026
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2005.0,44123.3996470026
United States,USA,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,2005.0,0.378466866257922
United States,USA,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,2005.0,1.12961513112789
United States,USA,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,2005.0,1.15857650269598
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,2005.0,901082000000.0
United States,USA,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,2005.0,15.1474069114126
United States,USA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2005.0,2.5593202703219
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,2005.0,20.1990045859419
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2005.0,79.928
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005.0,0.0733898148736528
United States,USA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,2005.0,2.41044798152518
United States,USA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,2005.0,2.616711471333
United States,USA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2005.0,10.3443175266106
United States,USA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2005.0,3.21467936249831
United States,USA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2005.0,5.79043701285526
United States,USA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,2005.0,7.66696241407987
United States,USA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,2005.0,7.2931084593579
United States,USA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,2005.0,7.07311333436004
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2005.0,67.5239128010789
United States,USA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,2005.0,66.3663425764403
United States,USA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,2005.0,7.29313732159804
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2005.0,20.3453590636092
United States,USA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,2005.0,19.7311288850336
United States,USA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,2005.0,59604.7536359083
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2005.0,52649.5713054684
