Country Name,Country Code,Indicator Name,Indicator Code,Year,WB Value,PM10,coordinates,parameter.name,parameter.units,parameter.displayName,period.label,period.interval
United States,USA,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,2018.0,2.39834376448108,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,2018.0,10.4478866869562,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,2018.0,3.60289688506465,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Urban population,SP.URB.TOTL,2018.0,268844029.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Rural population,SP.RUR.TOTL,2018.0,57994170.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,2018.0,4.35387068922069,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,2018.0,4.20102911572481,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2018.0,22652649.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2018.0,5.29572580044088,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2018.0,6.74595122891669,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,2018.0,6.23478093425165,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,2018.0,6.60548444577756,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,2018.0,6.9789288457413,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, total",SP.POP.1564.TO,2018.0,215458420.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, female",SP.POP.1564.FE.IN,2018.0,105418790.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,2018.0,6.42738788589759,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, total",SP.POP.0014.TO,2018.0,61401359.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2018.0,29864434.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,2018.0,62.373,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,2018.0,66.97,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,2018.0,68.449,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,2018.0,56.497,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2018.0,72.401,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2018.0,2.42587721764475,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,2018.0,22.0159402083113,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2018.0,60127.2102762459,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018.0,63201.0458483771,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2018.0,7.8220065111125,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,2019.0,22.907260264826,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,2019.0,868646000000.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2019.0,1641120000000.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,2019.0,0.922420805364629,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,2019.0,38.6257921220874,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,2019.0,2.8211533321336,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,2019.0,14.1993655796366,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Urban population growth (annual %),SP.URB.GROW,2019.0,0.701867775195684,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,2019.0,2.50018913310965,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2019.0,15.6728852475003,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2019.0,17.1889048313581,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2019.0,6.05919897683632,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2019.0,6.35601880784565,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,2019.0,6.36548731220563,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,2019.0,7.2188420080988,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,2019.0,6.78175236692959,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,2019.0,66.8157948253175,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,2019.0,6.71179364950851,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,2019.0,6.30486315531031,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,2019.0,19.0103398781814,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,2019.0,5.94765850001493,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019.0,0.8,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,2019.0,0.14,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2019.0,0.4,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2019.0,65604.6815198737,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2019.0,65604.6815198734,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,2019.0,0.246381905841668,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,2019.0,0.942658986667642,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,2019.0,1.32003229239787,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,2019.0,1643161000000.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,2019.0,18.5488680083716,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2019.0,2.0149095883192,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,2019.0,19.5478622034132,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019.0,82.459,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2019.0,-0.695262032744607,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,2019.0,2.84277300934948,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,2019.0,3.87360770131241,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2019.0,14.1738652965011,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2019.0,4.95729545272959,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2019.0,6.66237279041284,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,2019.0,6.32986472870879,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,2019.0,6.98074315401067,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,2019.0,7.34972103076074,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2019.0,65.718674264212,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,2019.0,64.6091118095025,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,2019.0,6.75781822285611,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2019.0,18.6084404882877,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,2019.0,18.2019833591393,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019.0,8.2,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,2019.0,69511.7634409067,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2019.0,61400.5481543687,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2019.0,100.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2019.0,100.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2019.0,10.4828664381117,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,2019.0,48.0610052886907,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,2019.0,0.201635479916155,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,2019.0,23.1441976640343,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,2019.0,61.1725723979965,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,2019.0,59.1142323221412,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,2019.0,9.32976891748616,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019.0,17.541,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,2019.0,3.06366444290101,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, total",SP.POP.65UP.TO,2019.0,51458777.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2019.0,28059060.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2019.0,6.33546349566872,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2019.0,6.24328804036061,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,2019.0,6.1076316980293,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,2019.0,6.81445259836036,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,2019.0,6.38214785518942,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, male",SP.POP.1564.MA.IN,2019.0,110306586.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,2019.0,6.35852224552037,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,2019.0,6.02966763270218,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2019.0,31384281.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,2019.0,5.73266196727175,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,2019.0,98.8933414006512,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,2019.0,0.19,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,2019.0,97.328623387833,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,2019.0,99.0261999132199,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,2019.0,6.9457372296384,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2019.0,0.217631999609059,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,2019.0,63.1,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,2019.0,97.2158900461603,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2019.0,0.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,2019.0,99.8527234766518,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,2019.0,99.8974622684392,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2019.0,100.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2019.0,100.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,2019.0,69.154,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,2019.0,57.429,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,2019.0,78.078,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,2019.0,0.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,2019.0,2.47785088567564,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,2019.0,9.81863148794726,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,2019.0,3.81704497775909,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Urban population,SP.URB.TOTL,2019.0,270737596.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Rural population,SP.RUR.TOTL,2019.0,57592357.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,2019.0,4.37821384805665,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,2019.0,4.35885725252716,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2019.0,23399717.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2019.0,5.3881692878733,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2019.0,6.6781457367533,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,2019.0,6.12907412332807,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,2019.0,6.64265566774431,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,2019.0,6.91773034854805,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, total",SP.POP.1564.TO,2019.0,215774092.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, female",SP.POP.1564.FE.IN,2019.0,105467506.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,2019.0,6.43965375916541,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, total",SP.POP.0014.TO,2019.0,61097084.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2019.0,29712803.0,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,2019.0,62.628,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,2019.0,67.617,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,2019.0,68.559,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,2019.0,56.885,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2019.0,72.865,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2019.0,2.11773982573379,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,2019.0,21.9748991203105,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2019.0,61400.5481543687,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2019.0,65604.6815198734,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2019.0,7.17602147949022,19.3,,pm10,µg/m³,,1year,1 year
United States,USA,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,2020.0,10.290776919582,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,2020.0,704320000000.0,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2020.0,1431580000000.0,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,2020.0,0.825821049120552,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,2020.0,39.4330345998128,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,2020.0,3.21390841591217,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,2020.0,12.7159907896534,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Urban population growth (annual %),SP.URB.GROW,2020.0,1.21729941339409,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,2020.0,2.60403011999823,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2020.0,16.0719119439363,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2020.0,17.5989235402946,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2020.0,6.12994855963505,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2020.0,6.29959756980523,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,2020.0,6.47474625447329,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,2020.0,7.28143342517929,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,2020.0,6.75068657184279,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,2020.0,66.6539299668749,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,2020.0,6.70035065235711,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,2020.0,6.24218386184209,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,2020.0,18.7834222676323,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,2020.0,5.81680628474578,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2020.0,0.7,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,2020.0,0.13,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2020.0,0.4,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2020.0,64411.3731779373,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2020.0,64411.3731779373,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,2020.0,0.226466561838085,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,2020.0,0.930908982732366,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,2020.0,1.32663374034284,21.2,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,2020.0,1424935000000.0,21.2,,pm10,µg/m³,,1year,1 year
